,NGenes,Direction,PValue,FDR
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS,5,Down,0.0131424638693713,0.67615710665869
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,18,Up,0.0137566629715348,0.679512587111838
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS,6,Down,0.0141185591155945,0.679512587111838
REACTOME_LAMININ_INTERACTIONS,7,Up,0.0145900778571616,0.680262380090161
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS,3,Down,0.0166391043413844,0.71213445866507
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,22,Down,0.017348940835782,0.71213445866507
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS,7,Down,0.0179679721009906,0.71213445866507
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,54,Down,0.0185438339132694,0.71213445866507
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,33,Down,0.0186136753407975,0.71213445866507
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,5,Down,0.0192940360743276,0.71213445866507
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,20,Up,0.0193826574572167,0.71213445866507
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,9,Down,0.0198204731194166,0.71213445866507
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING,2,Up,0.0199969462631227,0.71213445866507
REACTOME_INTERLEUKIN_36_PATHWAY,1,Up,0.0204069813819733,0.71213445866507
REACTOME_ONCOGENIC_MAPK_SIGNALING,56,Down,0.0205239823878003,0.71213445866507
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,6,Down,0.0217185857292085,0.736457497908617
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,13,Down,0.022777402817429,0.742915781143925
REACTOME_PREGNENOLONE_BIOSYNTHESIS,8,Down,0.0229049101425071,0.742915781143925
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,5,Up,0.0239807064629883,0.751115939545108
REACTOME_PI_3K_CASCADE_FGFR2,6,Up,0.0272703311834683,0.751115939545108
REACTOME_PI_3K_CASCADE_FGFR3,6,Up,0.0272703311834683,0.751115939545108
REACTOME_PI_3K_CASCADE_FGFR4,6,Up,0.0272703311834683,0.751115939545108
