,NGenes,Direction,PValue,FDR
REACTOME_TP53_REGULATES_METABOLIC_GENES,77,Down,0.00861310732474959,0.420872803653332
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,16,Down,0.00869447040191396,0.420872803653332
REACTOME_CS_DS_DEGRADATION,6,Up,0.00873296982145468,0.420872803653332
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,38,Down,0.00987738782352673,0.45234746717515
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,12,Down,0.0100436416762135,0.45234746717515
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,45,Down,0.0103610385778906,0.45234746717515
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,2,Up,0.0105971628856293,0.45234746717515
REACTOME_INSULIN_RECEPTOR_RECYCLING,19,Down,0.0110111234570287,0.45570313685522
REACTOME_CHOLESTEROL_BIOSYNTHESIS,23,Up,0.0112858206583957,0.45570313685522
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,14,Down,0.011826696328836,0.464975903033709
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,13,Up,0.012795106872421,0.483183224921382
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,11,Up,0.0129491398081664,0.483183224921382
REACTOME_MISCELLANEOUS_SUBSTRATES,2,Down,0.013260048341216,0.483183224921382
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,56,Down,0.0136482393031733,0.485487369498594
REACTOME_IRON_UPTAKE_AND_TRANSPORT,44,Down,0.0143262977387737,0.493793540764123
REACTOME_MISMATCH_REPAIR,14,Down,0.0145427816557038,0.493793540764123
REACTOME_OAS_ANTIVIRAL_RESPONSE,8,Up,0.0151022653913372,0.501395210992395
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,6,Down,0.0159537428923638,0.514751267389358
REACTOME_DNA_REPLICATION,106,Down,0.0161936476354082,0.514751267389358
REACTOME_METABOLISM_OF_STEROID_HORMONES,14,Down,0.0171313835056802,0.533214311614297
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,0.0184143166440413,0.552257135382252
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,64,Down,0.0187125084308811,0.552257135382252
