,NGenes,Direction,PValue,FDR
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,4,Down,0.00287384024247314,0.215681710197609
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,11,Down,0.00372824688821057,0.266480884724003
REACTOME_CA2_ACTIVATED_K_CHANNELS,2,Up,0.00449271489759761,0.288210703304095
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,6,Down,0.00450714970157835,0.288210703304095
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,24,Down,0.00460829905349652,0.288210703304095
REACTOME_PERK_REGULATES_GENE_EXPRESSION,29,Down,0.00512070863592084,0.307447346500688
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,36,Down,0.00553190124974649,0.308794417277097
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,16,Down,0.00555459644668996,0.308794417277097
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,0.00607183508111286,0.325493730598229
REACTOME_DNA_STRAND_ELONGATION,27,Down,0.00699879136715374,0.362247787658544
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,89,Down,0.00763351155916505,0.381930028343558
REACTOME_PECAM1_INTERACTIONS,8,Down,0.00859928685360436,0.403715852488096
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION,2,Down,0.00860686694178486,0.403715852488096
REACTOME_PD_1_SIGNALING,17,Up,0.00926421198328066,0.417519327123931
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,8,Up,0.0096417298405625,0.417519327123931
REACTOME_MITOTIC_PROMETAPHASE,159,Down,0.00977362377300585,0.417519327123931
REACTOME_ANTIMICROBIAL_PEPTIDES,15,Up,0.0100137879923128,0.417519327123931
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,1,Down,0.0105810995451846,0.420469185032958
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,29,Down,0.0107511437255317,0.420469185032958
REACTOME_P2Y_RECEPTORS,5,Up,0.0110643462455288,0.420469185032958
REACTOME_PLATELET_SENSITIZATION_BY_LDL,15,Down,0.0114321481161467,0.420469185032958
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,58,Up,0.0114851676124925,0.420469185032958
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,9,Down,0.0122814674714495,0.42752044874586
REACTOME_LIPOPHAGY,7,Down,0.0125408662500766,0.42752044874586
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,48,Up,0.0125738577202038,0.42752044874586
REACTOME_GALACTOSE_CATABOLISM,5,Down,0.0128170687498759,0.42752044874586
REACTOME_P75NTR_REGULATES_AXONOGENESIS,4,Down,0.0131234225341326,0.428222983124631
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,19,Up,0.0139523218792065,0.445583726397637
REACTOME_TIE2_SIGNALING,14,Down,0.0142603229725476,0.44593218295404
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,13,Down,0.0149972405047567,0.453348409950087
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS,4,Down,0.0151015459676911,0.453348409950087
