,NGenes,Direction,PValue,FDR
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,103,Up,0.00235432066676861,0.0888605133713692
REACTOME_SIGNALING_BY_HEDGEHOG,104,Up,0.00249737038918303,0.0919032303219354
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,12,Down,0.00281776450173581,0.0988243077914758
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,12,Up,0.00283435271174686,0.0988243077914758
REACTOME_KINESINS,29,Up,0.00293876544866421,0.0988243077914758
REACTOME_PCP_CE_PATHWAY,71,Up,0.00295398746115824,0.0988243077914758
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,95,Up,0.00303266681912362,0.0992019012833327
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,10,Up,0.00317934072581713,0.101688379965347
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,23,Up,0.00337994433081905,0.101688379965347
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,56,Up,0.0035469559813602,0.101688379965347
REACTOME_RHO_GTPASES_ACTIVATE_KTN1,9,Up,0.00357880339039263,0.101688379965347
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,31,Up,0.00358078567554437,0.101688379965347
