,NGenes,Direction,PValue,FDR
GO_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,7,Up,0.000223575388723443,0.0930396228594191
GO_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,4,Up,0.000238501635321691,0.0930396228594191
GO_TAU_PROTEIN_BINDING,34,Up,0.000251118463056997,0.0930396228594191
GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,70,Up,0.000260670826416478,0.0930396228594191
GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,83,Up,0.000262701830279104,0.0930396228594191
GO_NEURON_FATE_DETERMINATION,1,Up,0.000264698575789627,0.0930396228594191
GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY,18,Up,0.000270870983256706,0.0930396228594191
GO_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION,39,Up,0.000276517006343832,0.0930396228594191
GO_PROTEIN_K6_LINKED_UBIQUITINATION,7,Up,0.000283168173458717,0.0930396228594191
GO_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION,7,Up,0.000306816957942927,0.0965534385482629
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,72,Up,0.000313453386785474,0.0965534385482629
GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,40,Down,0.000328998879161349,0.0982709682391945
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY,5,Up,0.000414474408365433,0.115699703846057
GO_HISTONE_SERINE_PHOSPHORYLATION,5,Up,0.000421012018223888,0.115699703846057
GO_ENDOTHELIAL_CELL_CHEMOTAXIS,10,Down,0.000422561564214065,0.115699703846057
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,16,Up,0.000437773005967239,0.116625095130245
GO_SPINDLE_MICROTUBULE,44,Up,0.000497931491625126,0.129160808235496
GO_SCAVENGER_RECEPTOR_ACTIVITY,5,Down,0.000591308090163044,0.146758708377145
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,7,Up,0.000603540421633217,0.146758708377145
GO_DEATH_RECEPTOR_ACTIVITY,7,Down,0.000610439996293289,0.146758708377145
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,154,Down,0.00072855626776879,0.170985217414213
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT,6,Up,0.00076480442078129,0.171089539786107
GO_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,37,Up,0.000800405845465786,0.171089539786107
GO_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE,38,Up,0.000803558461713759,0.171089539786107
GO_PHOSPHATASE_ACTIVATOR_ACTIVITY,14,Up,0.000833704421103723,0.171089539786107
GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,10,Up,0.000857498221038612,0.171089539786107
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION,7,Up,0.000876537395508026,0.171089539786107
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,6,Up,0.000882287167124764,0.171089539786107
GO_POSITIVE_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY,1,Down,0.000917785146666757,0.171089539786107
